data_dado_inserido;papel;tipo;empresa;setor;cotacao;data_ult_cotacao;min_52_sem;max_52_sem;vol_med_2m;valor_mercado;valor_firma;ult_balanco_pro;nr_acoes;os_dia;pl;lpa;pvp;vpa;p_ebit;marg_bruta;psr;marg_ebit;p_ativos;marg_liquida;p_cap_giro;ebit_ativo;p_ativo_circ_liq;roic;div_yield;roe;ev_ebitda;liquidez_corr;ev_ebit;cres_rec_5a;ativo;disponibilidades;ativo_circulante;div_bruta;div_liquida;patr_liquido;lucro_liquido_12m;lucro_liquido_3m
2021-12-07;ESPA3;ON NM;ESPACOLASER ON NM;Comércio;R$ 8,63;2021-12-07;R$ 7,70;R$ 21,50;R$ 23.661.200,00;R$ 2.107.750.000,00;R$ 2.726.880.000,00;2021-09-30;244236000;1.41;7.67;1.12;3.05;2.83;10.03;50.5;2.8;27.9;0.96;37.4;12.28;9.6;-3.62;11.1;1.6;39.7;9.75;1.23;12.97;0;R$ 2.190.520.000,00;R$ 270.858.000,00;R$ 914.471.000,00;R$ 889.989.000,00;R$ 619.131.000,00;R$ 691.061.000,00;R$ 274.671.000,00;R$ 8.116.000,00
2021-12-07;ETER3;ON;ETERNIT ON;Construção e Engenharia;R$ 17,34;2021-12-07;R$ 10,18;R$ 33,83;R$ 22.475.100,00;R$ 1.071.210.000,00;R$ 850.241.000,00;2021-09-30;61777000;-3.56;3.18;5.46;1.98;8.76;3.62;44.6;1.01;27.8;1.1;31.7;2.05;30.3;3.95;44;0;62.3;2.72;3.81;2.88;9.4;R$ 976.837.000,00;R$ 259.344.000,00;R$ 707.065.000,00;R$ 38.372.000,00;-R$ 220.972.000,00;R$ 540.970.000,00;R$ 337.106.000,00;R$ 97.994.000,00
2021-12-07;EUCA3;ON;EUCATEX ON;Madeira e Papel;R$ 13,49;2021-12-07;R$ 12,93;R$ 26,06;R$ 117.669,00;R$ 1.249.430.000,00;R$ 1.625.810.000,00;2021-09-30;92619000;3.77;3.89;3.47;0.7;19.25;3.01;34.4;0.55;18.3;0.4;14.9;2.91;13.2;-9.06;14.8;2.8;18;2.84;1.54;3.92;17.5;R$ 3.147.110.000,00;R$ 111.094.000,00;R$ 1.226.190.000,00;R$ 487.473.000,00;R$ 376.379.000,00;R$ 1.783.070.000,00;R$ 320.940.000,00;R$ 70.515.000,00
2021-12-07;EUCA4;PN;EUCATEX PN;Madeira e Papel;R$ 9,30;2021-12-07;R$ 6,77;R$ 11,99;R$ 871.823,00;R$ 861.357.000,00;R$ 1.237.740.000,00;2021-09-30;92619000;0.22;2.68;3.47;0.48;19.25;2.08;34.4;0.38;18.3;0.27;14.9;2;13.2;-6.25;14.8;4.4;18;2.16;1.54;2.98;17.5;R$ 3.147.110.000,00;R$ 111.094.000,00;R$ 1.226.190.000,00;R$ 487.473.000,00;R$ 376.379.000,00;R$ 1.783.070.000,00;R$ 320.940.000,00;R$ 70.515.000,00
2021-12-07;EVEN3;ON NM;Even ON NM;Construção Civil;R$ 6,30;2021-12-07;R$ 5,98;R$ 12,32;R$ 13.896.600,00;R$ 1.335.600.000,00;R$ 573.100.000,00;2021-09-30;212000000;-3.96;13.33;0.47;0.75;8.45;3.62;29.3;0.61;16.8;0.23;6.3;0.59;6.3;1.06;7.9;12;5.6;1.52;2;1.56;8;R$ 5.867.100.000,00;R$ 1.113.870.000,00;R$ 4.553.260.000,00;R$ 351.369.000,00;-R$ 762.500.000,00;R$ 1.790.560.000,00;R$ 100.178.000,00;R$ 51.595.000,00
2021-12-07;EZTC3;ON NM;EZTec ON NM;Construção Civil;R$ 19,56;2021-12-07;R$ 17,69;R$ 44,99;R$ 57.857.200,00;R$ 4.440.120.000,00;R$ 3.428.560.000,00;2021-09-30;227000000;-4.35;8.93;2.19;1.01;19.34;16.19;45;4.25;26.3;0.88;49.6;2.37;5.4;2.74;6.9;2.2;11.3;12.33;6.45;12.5;11.4;R$ 5.059.990.000,00;R$ 1.030.150.000,00;R$ 2.212.810.000,00;R$ 18.591.000,00;-R$ 1.011.560.000,00;R$ 4.389.920.000,00;R$ 497.298.000,00;R$ 145.247.000,00
2021-12-07;FESA4;PN;FERBASA PN;Siderurgia e Metalurgia;R$ 49,40;2021-12-07;R$ 17,61;R$ 59,10;R$ 26.975.100,00;R$ 4.363.010.000,00;R$ 4.305.570.000,00;2021-09-30;88320000;4.95;9.83;5.02;2;24.75;6.92;37.1;2.01;29;1.4;20.4;5.01;20.2;14.15;24.6;2.2;20.3;5.47;3.33;6.83;14.7;R$ 3.126.690.000,00;R$ 470.406.000,00;R$ 1.245.420.000,00;R$ 412.972.000,00;-R$ 57.434.000,00;R$ 2.185.840.000,00;R$ 443.794.000,00;R$ 232.969.000,00
2021-12-07;FHER3;ON NM;Fer Heringer ON NM;Químicos;R$ 21,21;2021-12-07;R$ 2,92;R$ 46,77;R$ 48.512.200,00;R$ 1.142.310.000,00;R$ 1.637.960.000,00;2021-09-30;53857000;13.54;4.02;5.28;12.63;1.68;2.3;20.1;0.33;14.4;0.47;8.3;2.09;20.3;-1.45;23.3;0;314.4;3.13;1.54;3.3;-14;R$ 2.444.080.000,00;R$ 10.934.000,00;R$ 1.566.170.000,00;R$ 506.585.000,00;R$ 495.651.000,00;R$ 90.470.000,00;R$ 284.417.000,00;R$ 101.317.000,00
2021-12-07;FLRY3;ON NM;FLEURY ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;R$ 18,80;2021-12-07;R$ 16,93;R$ 28,01;R$ 42.482.400,00;R$ 5.977.350.000,00;R$ 8.040.270.000,00;2021-09-30;317944000;1.84;14.28;1.32;3.29;5.71;8.33;30.6;1.58;19;0.98;11.1;8.2;11.8;-2.5;14.8;4.6;23.1;7.32;1.62;11.2;10.9;R$ 6.105.850.000,00;R$ 964.742.000,00;R$ 1.901.070.000,00;R$ 3.027.660.000,00;R$ 2.062.920.000,00;R$ 1.814.990.000,00;R$ 418.592.000,00;R$ 94.963.000,00
2021-12-07;FRAS3;ON;FRAS-LE S.A. ON;Material de Transporte;R$ 13,06;2021-12-07;R$ 8,31;R$ 17,30;R$ 2.202.200,00;R$ 2.841.410.000,00;R$ 3.463.630.000,00;2021-09-30;217566000;1.48;8.95;1.46;2.59;5.04;8.44;29.8;1.14;13.5;0.92;12.7;3.44;10.8;-7.47;14;2.8;28.9;7.74;2.05;10.29;29.9;R$ 3.103.600.000,00;R$ 349.805.000,00;R$ 1.615.530.000,00;R$ 972.020.000,00;R$ 622.215.000,00;R$ 1.097.400.000,00;R$ 317.626.000,00;R$ 83.719.000,00
2021-12-07;FRTA3;ON NM;POMIFRUTAS ON NM;Agropecuária;R$ 5,65;2021-12-07;R$ 4,99;R$ 10,75;R$ 30.721,00;R$ 11.602.900,00;R$ 72.939.900,00;2021-09-30;2053610;-1.74;-75.84;-0.07;-0.18;-31.53;-42.82;27.6;0.67;-1.6;0.34;-0.9;-0.14;-0.8;-0.12;-1;0;0.2;-269.15;0.06;-269.15;-27.8;R$ 33.970.000,00;R$ 1.022.000,00;R$ 5.474.000,00;R$ 62.359.000,00;R$ 61.337.000,00;-R$ 64.752.000,00;-R$ 153.000,00;-R$ 7.805.000,00
2021-12-07;GEPA4;PN;DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA PN;Energia Elétrica;R$ 31,70;2021-12-07;R$ 31,53;R$ 41,53;R$ 70.008,00;R$ 2.993.530.000,00;R$ 4.130.150.000,00;2021-09-30;94433000;-0.97;6.18;5.13;1.57;20.22;2.93;83.3;2.31;78.9;0.78;37.4;-5.06;26.5;-1.82;31.3;11;25.4;3.68;0.34;4.04;-1;R$ 3.861.610.000,00;R$ 113.517.000,00;R$ 303.546.000,00;R$ 1.250.140.000,00;R$ 1.136.620.000,00;R$ 1.909.890.000,00;R$ 484.234.000,00;-R$ 13.607.000,00
2021-12-07;GFSA3;ON;GAFISA ON;Construção Civil;R$ 2,18;2021-12-07;R$ 1,94;R$ 5,91;R$ 22.643.100,00;R$ 735.632.000,00;R$ 1.471.060.000,00;2021-09-30;337446000;-2.24;12.01;0.18;0.42;5.23;5.93;25.1;0.63;10.5;0.18;5.2;0.43;3;1.42;3.5;0;3.5;10.58;2.44;11.87;5.9;R$ 4.143.860.000,00;R$ 454.154.000,00;R$ 2.894.250.000,00;R$ 1.189.580.000,00;R$ 735.423.000,00;R$ 1.765.520.000,00;R$ 61.241.000,00;R$ 6.187.000,00
2021-12-07;GGBR3;ON N1;GERDAU S.A. ON N1;Siderurgia e Metalurgia;R$ 23,32;2021-12-07;R$ 16,40;R$ 27,19;R$ 2.098.010,00;R$ 40.102.400.000,00;R$ 48.792.900.000,00;2021-09-30;1719660000;1.44;3.09;7.56;0.98;23.89;2.46;26;0.57;23.2;0.53;18.5;1.8;21.7;28.79;27.4;13.9;31.6;2.59;2.7;2.99;13.1;R$ 75.362.200.000,00;R$ 8.430.580.000,00;R$ 35.456.800.000,00;R$ 17.121.100.000,00;R$ 8.690.470.000,00;R$ 41.083.000.000,00;R$ 12.994.000.000,00;R$ 5.577.820.000,00
2021-12-07;GGBR4;PN N1;GERDAU S.A. PN N1;Siderurgia e Metalurgia;R$ 28,95;2021-12-07;R$ 20,10;R$ 33,77;R$ 372.056.000,00;R$ 49.784.100.000,00;R$ 58.474.600.000,00;2021-09-30;1719660000;1.58;3.83;7.56;1.21;23.89;3.05;26;0.71;23.2;0.66;18.5;2.23;21.7;35.74;27.4;11.2;31.6;3.1;2.7;3.58;13.1;R$ 75.362.200.000,00;R$ 8.430.580.000,00;R$ 35.456.800.000,00;R$ 17.121.100.000,00;R$ 8.690.470.000,00;R$ 41.083.000.000,00;R$ 12.994.000.000,00;R$ 5.577.820.000,00
2021-12-07;GMAT3;ON NM;GRUPO MATEUS ON NM;Comércio e Distribuição;R$ 6,29;2021-12-07;R$ 5,69;R$ 9,00;R$ 37.682.300,00;R$ 13.896.800.000,00;R$ 14.282.700.000,00;2021-09-30;2209350000;3.11;18.55;0.34;2.24;2.81;14.78;23.6;0.92;6.2;1.51;5;3;10.2;4.25;13.1;0;12.1;12.01;3.96;15.19;0;R$ 9.205.960.000,00;R$ 959.079.000,00;R$ 6.206.470.000,00;R$ 1.345.020.000,00;R$ 385.939.000,00;R$ 6.197.320.000,00;R$ 749.287.000,00;R$ 209.911.000,00
2021-12-07;GNDI3;ON NM;INTERMEDICA ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;R$ 63,40;2021-12-07;R$ 58,48;R$ 101,10;R$ 262.522.000,00;R$ 39.006.300.000,00;R$ 40.952.900.000,00;2021-09-30;615242000;-1;-3367.27;-0.02;5.48;11.57;81.77;18.5;3.22;3.9;2.23;-0.1;74.81;2.7;-5.83;3.1;0.4;-0.2;47.93;1.17;85.85;25.2;R$ 17.466.000.000,00;R$ 1.832.990.000,00;R$ 3.660.280.000,00;R$ 3.779.540.000,00;R$ 1.946.550.000,00;R$ 7.116.080.000,00;-R$ 11.584.000,00;-R$ 90.684.000,00
2021-12-07;GOAU3;ON N1;METALÚRGICA GERDAU ON N1;Siderurgia e Metalurgia;R$ 10,56;2021-12-07;R$ 7,21;R$ 12,87;R$ 2.092.940,00;R$ 11.481.300.000,00;R$ 18.609.300.000,00;2021-09-30;1087240000;1.34;2.81;3.76;0.76;13.81;0.7;26;0.16;23.2;0.15;17.7;0.48;21.2;3.88;27.3;22.8;27.3;0.99;2.8;1.14;13.1;R$ 77.003.200.000,00;R$ 9.993.010.000,00;R$ 37.087.900.000,00;R$ 17.121.100.000,00;R$ 7.128.050.000,00;R$ 15.012.200.000,00;R$ 4.093.110.000,00;R$ 1.810.360.000,00
2021-12-07;GOAU4;PN N1;METALÚRGICA GERDAU PN N1;Siderurgia e Metalurgia;R$ 11,89;2021-12-07;R$ 8,42;R$ 13,70;R$ 149.708.000,00;R$ 12.927.300.000,00;R$ 20.055.400.000,00;2021-09-30;1087240000;1.54;3.16;3.76;0.86;13.81;0.79;26;0.18;23.2;0.17;17.7;0.54;21.2;4.37;27.3;20.3;27.3;1.07;2.8;1.23;13.1;R$ 77.003.200.000,00;R$ 9.993.010.000,00;R$ 37.087.900.000,00;R$ 17.121.100.000,00;R$ 7.128.050.000,00;R$ 15.012.200.000,00;R$ 4.093.110.000,00;R$ 1.810.360.000,00
2021-12-07;GOLL4;PN;GOL LINHAS AEREAS INTELIGENTES SA PN;Transporte;R$ 17,11;2021-12-07;R$ 14,80;R$ 27,72;R$ 125.910.000,00;R$ 6.778.660.000,00;R$ 17.444.000.000,00;2021-09-30;396181000;1.3;-1.54;-11.09;-0.37;-46.14;-3.01;1.1;1.06;-35.2;0.52;-67.4;-0.8;-17.4;-0.24;-22.4;0;24;-19.42;0.25;-7.74;-11.7;R$ 12.955.100.000,00;R$ 1.133.300.000,00;R$ 2.768.220.000,00;R$ 11.798.700.000,00;R$ 10.665.400.000,00;-R$ 18.279.600.000,00;-R$ 4.395.390.000,00;-R$ 2.526.730.000,00
2021-12-07;GPIV33;DR3;GP INVESTMENTS, LTD DR3;Serviços Financeiros Diversos;R$ 6,48;2021-12-07;R$ 3,51;R$ 7,55;R$ 2.264.740,00;R$ 711.153.000,00;-R$ 314.988.000,00;2021-09-30;109746000;-2.26;0.96;6.74;0.36;17.91;0.6;100;0.56;93.7;0.17;86.7;0.67;28.8;1.5;40.1;0;37.6;-0.27;6.79;-0.27;55.2;R$ 4.118.070.000,00;R$ 1.135.460.000,00;R$ 1.243.400.000,00;R$ 109.321.000,00;-R$ 1.026.140.000,00;R$ 1.965.900.000,00;R$ 739.297.000,00;R$ 330.934.000,00
2021-12-07;GRND3;ON;GRENDENE SA ON;Tecidos, Vestuário e Calçados;R$ 8,68;2021-12-07;R$ 6,44;R$ 12,28;R$ 20.451.700,00;R$ 7.830.750.000,00;R$ 6.344.940.000,00;2021-09-30;902160000;0;11.53;0.75;1.92;4.52;17.04;45;3.28;19.2;1.76;28.4;2.72;10.3;2.81;16.4;9.1;16.6;11.57;11.45;13.81;-0.9;R$ 4.441.880.000,00;R$ 1.578.070.000,00;R$ 3.149.850.000,00;R$ 92.268.000,00;-R$ 1.485.800.000,00;R$ 4.080.980.000,00;R$ 679.395.000,00;R$ 208.056.000,00
2021-12-07;GSHP3;ON NM;Generalshopp ON NM;Exploração de Imóveis;R$ 36,70;2021-12-07;R$ 35,40;R$ 61,43;R$ 29.066,00;R$ 70.785.800,00;R$ 1.627.630.000,00;2021-09-30;1928770;1.94;-1.11;-32.95;-0.11;-336.57;1.76;71.3;0.59;33.3;0.04;-52.8;1.31;2.3;-0.04;2.8;0;9.8;37.88;1.16;40.57;-21;R$ 1.756.820.000,00;R$ 311.429.000,00;R$ 387.199.000,00;R$ 1.868.280.000,00;R$ 1.556.850.000,00;-R$ 649.166.000,00;-R$ 63.549.000,00;-R$ 151.657.000,00
2021-12-07;GUAR3;ON;GUARARAPES CONFECÇÕES ON;Comércio;R$ 10,77;2021-12-07;R$ 9,82;R$ 22,83;R$ 11.048.600,00;R$ 5.376.380.000,00;R$ 7.047.770.000,00;2021-09-30;499200000;-0.28;10.41;1.03;1.04;10.34;19.56;51;0.77;4;0.4;7.4;1.96;2;-15.23;2.5;0.3;10;8.64;1.52;25.64;1.2;R$ 13.557.600.000,00;R$ 1.829.180.000,00;R$ 8.043.180.000,00;R$ 3.500.570.000,00;R$ 1.671.390.000,00;R$ 5.161.370.000,00;R$ 516.544.000,00;R$ 207.317.000,00
2021-12-07;HAGA3;ON;HAGA ON;Construção e Engenharia;R$ 5,50;2021-12-07;R$ 2,85;R$ 5,50;R$ 97.168,00;R$ 65.450.000,00;R$ 62.587.400,00;2021-09-30;11900000;8.27;6.52;0.84;-0.99;-5.57;14.26;31.2;1.45;10.2;1.04;22.3;2.89;7.3;-0.85;17.8;0;-15.1;10.01;1.76;13.63;14;R$ 63.236.000,00;R$ 35.638.600,00;R$ 52.520.900,00;R$ 32.776.100,00;-R$ 2.862.580,00;-R$ 66.331.300,00;R$ 10.037.000,00;R$ 1.246.230,00
2021-12-07;HAGA4;ON;HAGA ON;Construção e Engenharia;R$ 2,04;2021-12-07;R$ 1,76;R$ 3,85;R$ 139.712,00;R$ 24.276.000,00;R$ 21.413.400,00;2021-09-30;11900000;7.94;2.42;0.84;-0.37;-5.57;5.29;31.2;0.54;10.2;0.38;22.3;1.07;7.3;-0.32;17.8;0;-15.1;3.43;1.76;4.66;14;R$ 63.236.000,00;R$ 35.638.600,00;R$ 52.520.900,00;R$ 32.776.100,00;-R$ 2.862.580,00;-R$ 66.331.300,00;R$ 10.037.000,00;R$ 1.246.230,00
2021-12-07;HAPV3;ON NM;HAPVIDA ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;R$ 11,18;2021-12-07;R$ 10,33;R$ 18,17;R$ 236.206.000,00;R$ 43.507.800.000,00;R$ 43.035.300.000,00;2021-09-30;3891570000;-0.45;111.74;0.1;4.1;2.73;83.27;31.1;4.55;5.5;2.5;4.1;98.12;3;-14.15;3.6;0.5;3.7;29.82;1.14;82.36;37.4;R$ 17.404.300.000,00;R$ 2.534.500.000,00;R$ 3.710.510.000,00;R$ 2.062.080.000,00;-R$ 472.415.000,00;R$ 10.615.600.000,00;R$ 389.385.000,00;R$ 43.191.000,00
2021-12-07;HBOR3;ON;Helbor ON;Construção Civil;R$ 4,58;2021-12-07;R$ 4,19;R$ 12,46;R$ 7.865.690,00;R$ 613.038.000,00;R$ 1.498.050.000,00;2021-09-30;133851000;-1.72;5.78;0.79;0.46;10;8.6;26.1;0.61;7.1;0.14;16.9;0.33;1.7;1.29;1.9;1;7.9;16.97;2.76;21.02;25.3;R$ 4.252.480.000,00;R$ 361.708.000,00;R$ 2.885.980.000,00;R$ 1.246.720.000,00;R$ 885.014.000,00;R$ 1.338.550.000,00;R$ 106.045.000,00;R$ 22.012.000,00
2021-12-07;HBRE3;ON NM;HBR REALTY ON NM;Exploração de Imóveis;R$ 9,20;2021-12-07;R$ 9,12;R$ 18,90;R$ 202.158,00;R$ 949.339.000,00;R$ 1.406.300.000,00;2021-09-30;103189000;-8;-17.12;-0.54;0.54;17.13;13.72;83.5;11.89;86.7;0.28;-78.3;3.05;2;-1.23;2.4;0;-3.1;20.15;2.12;20.32;0;R$ 3.420.890.000,00;R$ 553.349.000,00;R$ 588.855.000,00;R$ 1.010.310.000,00;R$ 456.958.000,00;R$ 1.767.560.000,00;-R$ 55.443.000,00;-R$ 5.018.000,00
2021-12-07;HBSA3;ON NM;HIDROVIAS ON NM;Transporte;R$ 2,92;2021-12-07;R$ 2,62;R$ 7,43;R$ 14.858.800,00;R$ 2.220.320.000,00;R$ 6.262.610.000,00;2021-09-30;760383000;-3.63;-19.31;-0.15;1.56;1.88;11.31;35;1.72;15.2;0.36;-8.9;4.67;3.2;-0.59;3.5;0;-8.1;12.45;1.92;31.91;36.3;R$ 6.174.540.000,00;R$ 384.439.000,00;R$ 992.476.000,00;R$ 4.426.730.000,00;R$ 4.042.290.000,00;R$ 1.427.680.000,00;-R$ 114.998.000,00;-R$ 66.893.000,00
2021-12-07;HETA4;PN;HERCULES S/A PN;Utilidades Domésticas;R$ 10,38;2021-12-07;R$ 7,50;R$ 17,44;R$ 139.588,00;R$ 5.293.800,00;R$ 329.876.000,00;2021-09-30;510000;4.32;-0.03;-342.66;-0.01;-1092.94;8.06;100;2.28;28.3;0.46;-7526.2;-0.07;5.7;-0.01;5.7;0;31.4;502.09;0.01;502.09;-5.5;R$ 11.547.000,00;R$ 0,00;R$ 524.000,00;R$ 324.582.000,00;R$ 324.582.000,00;-R$ 557.401.000,00;-R$ 174.758.000,00;-R$ 496.000,00
2021-12-07;HOOT4;PN;HOTEIS OTHON S.A. PN;Hoteis e Restaurantes;R$ 2,83;2021-12-07;R$ 2,55;R$ 5,50;R$ 181.768,00;R$ 51.992.800,00;R$ 49.217.800,00;2021-09-30;18372000;-0.35;-1.12;-2.53;-0.11;-25.39;-1.77;60.3;1.57;-88.5;0.11;-139.9;-0.08;-6.2;-0.06;-6.4;0;10;-2.67;0.04;-1.68;-28.4;R$ 474.110.000,00;R$ 3.995.000,00;R$ 25.469.000,00;R$ 1.220.000,00;-R$ 2.775.000,00;-R$ 466.395.000,00;-R$ 46.426.000,00;R$ 1.367.000,00
2021-12-07;HYPE3;ON;HYPERA ON;Comércio e Distribuição;R$ 28,71;2021-12-07;R$ 26,80;R$ 36,70;R$ 99.153.900,00;R$ 18.185.500.000,00;R$ 22.458.200.000,00;2021-09-30;633421000;1.23;14.07;2.04;1.88;15.28;11.28;64;3.34;29.6;0.91;23.7;5.34;8;-5.16;9.7;4.2;13.4;12.91;1.99;13.93;9.3;R$ 20.052.500.000,00;R$ 3.142.480.000,00;R$ 6.842.340.000,00;R$ 7.415.130.000,00;R$ 4.272.660.000,00;R$ 9.680.530.000,00;R$ 1.292.670.000,00;R$ 201.704.000,00
2021-12-07;IGBR3;ON;GRADIENTE ON;Exploração de Imóveis;R$ 33,90;2021-12-07;R$ 25,00;R$ 182,99;R$ 2.060.690,00;R$ 42.375.000,00;R$ 561.827.000,00;2021-06-30;1250000;-2.16;-0.46;-73.56;-0.04;-820.8;-0.45;99.7;8.5;-1890.2;0.33;-1844.2;-0.1;-72.9;-0.04;-80;0;9;-6.11;0.03;-5.96;-4.2;R$ 129.342.000,00;R$ 5.256.000,00;R$ 11.436.000,00;R$ 524.708.000,00;R$ 519.452.000,00;-R$ 1.026.000.000,00;-R$ 91.953.000,00;-R$ 9.235.000,00
2021-12-07;INEP3;ON;INEPAR S/A ON;Máquinas e Equipamentos;R$ 1,54;2021-12-07;R$ 0,40;R$ 3,79;R$ 2.221.660,00;R$ 256.691.000,00;R$ 1.110.340.000,00;2021-09-30;166683000;6.94;-0.72;-2.13;-0.1;-15.37;-0.94;-11.1;30.54;-3251.5;0.17;-4853;-0.12;-18.4;-0.07;-19.3;0;13.9;-4.32;0.05;-4.06;-36.4;R$ 1.486.230.000,00;R$ 488.000,00;R$ 123.098.000,00;R$ 854.140.000,00;R$ 853.652.000,00;-R$ 2.561.840.000,00;-R$ 355.000.000,00;R$ 2.586.000,00
2021-12-07;INEP4;PN;INEPAR S/A PN;Máquinas e Equipamentos;R$ 1,54;2021-12-07;R$ 0,41;R$ 3,88;R$ 2.234.460,00;R$ 256.691.000,00;R$ 1.110.340.000,00;2021-09-30;166683000;6.94;-0.72;-2.13;-0.1;-15.37;-0.94;-11.1;30.54;-3251.5;0.17;-4853;-0.12;-18.4;-0.07;-19.3;0;13.9;-4.32;0.05;-4.06;-36.4;R$ 1.486.230.000,00;R$ 488.000,00;R$ 123.098.000,00;R$ 854.140.000,00;R$ 853.652.000,00;-R$ 2.561.840.000,00;-R$ 355.000.000,00;R$ 2.586.000,00
2021-12-07;INTB3;ON NM;INTELBRAS ON NM;Computadores e Equipamentos;R$ 26,46;2021-12-07;R$ 16,91;R$ 33,12;R$ 43.940.200,00;R$ 8.668.590.000,00;R$ 8.122.210.000,00;2021-09-30;327611000;-0.34;18.41;1.44;4.72;5.6;31.37;28.7;3.04;9.7;2.75;16.5;5.4;8.8;6.83;17.4;0.6;25.7;26.11;2.68;29.39;0;R$ 3.148.290.000,00;R$ 952.075.000,00;R$ 2.563.610.000,00;R$ 405.699.000,00;-R$ 546.376.000,00;R$ 1.834.640.000,00;R$ 470.766.000,00;R$ 89.229.000,00
2021-12-07;IRBR3;ON NM;IRBBRASIL RE ON NM;Previdência e Seguros;R$ 4,23;2021-12-07;R$ 4,00;R$ 8,21;R$ 70.955.300,00;R$ 5.363.170.000,00;R$ 0,00;2021-09-30;1267890000;-2.31;-5.75;-0.74;1.33;3.17;-3.54;0.2;0.66;-18.5;0.22;-11.4;0;-6.3;0;0;0;-23.2;0;0;0;0.1;R$ 23.892.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.025.520.000,00;-R$ 932.052.000,00;-R$ 155.701.000,00
2021-12-07;ITSA3;ON N1;ITAÚSA ON N1;Intermediários Financeiros;R$ 9,99;2021-12-07;R$ 9,69;R$ 12,44;R$ 2.453.650,00;R$ 84.024.000.000,00;R$ 88.281.000.000,00;2021-09-30;8410810000;0;7.15;1.4;1.34;7.44;62.56;34.5;10.75;17.2;1.04;162;29.63;1.7;-12.04;1.8;4.7;18.8;42.79;1.59;65.73;10.1;R$ 81.007.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.257.000.000,00;R$ 1.343.000.000,00;R$ 384.000.000,00
2021-12-07;ITSA4;PN N1;ITAÚSA PN N1;Intermediários Financeiros;R$ 9,88;2021-12-07;R$ 9,36;R$ 11,81;R$ 313.310.000,00;R$ 83.098.900.000,00;R$ 87.355.900.000,00;2021-09-30;8410810000;-0.9;7.08;1.4;1.33;7.44;61.88;34.5;10.64;17.2;1.03;162;29.3;1.7;-11.9;1.8;4.8;18.8;42.34;1.59;65.05;10.1;R$ 81.007.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.257.000.000,00;R$ 1.343.000.000,00;R$ 384.000.000,00
2021-12-07;ITUB3;ON N1;ITAUUNIBANCO ON N1;Intermediários Financeiros;R$ 20,60;2021-12-07;R$ 18,02;R$ 23,46;R$ 25.713.200,00;R$ 201.965.000.000,00;R$ 0,00;2021-09-30;9804140000;-1.34;7.72;2.67;1.48;13.95;0;0;0;0;0;0;0;0;0;0;4.7;19.1;0;0;0;-35.6;R$ 216.468.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 136.812.000.000,00;R$ 26.152.000.000,00;R$ 5.723.000.000,00
2021-12-07;ITUB4;PN N1;ITAUUNIBANCO PN N1;Intermediários Financeiros;R$ 22,96;2021-12-07;R$ 20,01;R$ 27,03;R$ 986.533.000,00;R$ 225.103.000.000,00;R$ 0,00;2021-09-30;9804140000;-1.25;8.61;2.67;1.65;13.95;0;0;0;0;0;0;0;0;0;0;4.2;19.1;0;0;0;-35.6;R$ 216.468.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 136.812.000.000,00;R$ 26.152.000.000,00;R$ 5.723.000.000,00
2021-12-07;JALL3;ON NM;JALLESMACHAD ON NM;Alimentos Processados;R$ 9,60;2021-12-07;R$ 7,30;R$ 10,65;R$ 7.718.450,00;R$ 2.829.090.000,00;R$ 3.497.850.000,00;2021-09-30;294697000;2.89;12.45;0.77;2.34;4.09;4.51;62.3;2.18;48.3;0.79;17.5;2.47;17.6;-5.83;25.5;1.4;18.8;3.42;2.59;5.58;0;R$ 3.560.260.000,00;R$ 1.033.190.000,00;R$ 1.868.240.000,00;R$ 1.701.950.000,00;R$ 668.760.000,00;R$ 1.206.520.000,00;R$ 227.213.000,00;-R$ 10.237.000,00
2021-12-07;JBSS3;ON NM;JBS ON NM;Alimentos Processados;R$ 34,41;2021-12-07;R$ 20,39;R$ 38,02;R$ 410.159.000,00;R$ 81.684.800.000,00;R$ 141.566.000.000,00;2021-09-30;2373870000;1.99;4.53;7.6;1.75;19.61;3.04;17.7;0.25;8.1;0.42;5.5;2.97;13.7;-1.23;18.6;9.3;38.7;3.99;1.53;5.27;19.4;R$ 196.027.000.000,00;R$ 24.479.000.000,00;R$ 79.367.900.000,00;R$ 84.360.300.000,00;R$ 59.881.200.000,00;R$ 46.554.500.000,00;R$ 18.032.900.000,00;R$ 7.585.570.000,00
