;papel;tipo;empresa;setor;cotacao;dt_ult_cotacao;min_52_sem;max_52_sem;vol_med;valor_mercado;valor_firma;ult_balanco_pro;nr_acoes;os_dia;pl;lpa;pvp;vpa;p_ebit;marg_bruta;psr;marg_ebit;p_ativo;marg_liquida;p_cap_giro;ebit_ativo;p_ativo_circ_liq;roic;div_yield;roe;ev_ebitda;liquidez_corr;ev_ebit;cres_rec;ativo;disponibilidades;ativo_circulante;divd_bruta;divd_liquida;patr_liquido;lucro_liquido_12m;lucro_liquido_3m
340;PORT3;ON NM;WILSON SONS ON NM;Transporte;60,94;03/02/2022;53,99;71,00;3.184.650;4.440.090.000;6.803.790.000;30/09/2021;72860000;0.73;0.00;0.00;2.10;28.98;0;0;0;0;0.84;0;37.18;0.0;-1.82;0;0.0;0;0;1.19;0;0;5.311.530.000;208.200.000;758.616.000;2.571.900.000;2.363.700.000;2.111.470.000;0;32.373.000
341;POSI3;ON NM;POSITIVO INF ON NM;Computadores e Equipamentos;9,17;03/02/2022;3,85;15,58;36.366.900;1.300.310.000;1.646.390.000;30/09/2021;141800000;-4.28;4.24;2.17;1.10;8.37;5.23;23.2;0.41;7.9;0.39;9.9;1.25;7.5;2.25;12.6;3.7;25.9;5.64;1.63;6.63;12.1;3.320.380.000;388.751.000;2.702.190.000;734.833.000;346.082.000;1.187.040.000;307.024.000;53.592.000
342;POWE3;ON NM;FOCUS ON ON NM;Energia Elétrica;10,84;03/02/2022;10,00;18,24;5.229.620;971.859.000;584.575.000;30/09/2021;89654900;-0.64;23.78;0.46;0.98;11.02;17.51;6.8;0.61;3.5;0.38;2.6;6.53;2.1;-2.99;3.5;0.5;4.1;9.92;1.13;10.53;0;2.584.220.000;425.197.000;1.271.360.000;37.913.000;-387.284.000;988.330.000;40.863.000;8.602.000
343;PRIO3;ON;PETRORIO ON;Petróleo, Gás e Biocombustíveis;22,74;03/02/2022;15,18;28,15;405.857.000;20.071.400.000;19.570.200.000;30/09/2021;882646000;-1.26;17.06;1.33;3.53;6.44;13.49;51.6;5.74;42.6;1.75;33.7;4.74;13.0;-68.13;22.2;0.0;20.7;8.43;4.46;13.15;61.6;11.445.200.000;4.526.210.000;5.463.660.000;4.025.030.000;-501.182.000;5.686.920.000;1.176.840.000;97.104.000
344;PRNR3;ON NM;PRINER ON NM;Serviços Diversos;6,78;03/02/2022;5,84;10,57;797.775;263.796.000;241.155.000;30/09/2021;38908000;2.57;10.65;0.64;1.14;5.94;9.87;17.4;0.69;7.0;0.74;6.7;2.70;7.5;3.56;9.8;0.8;10.7;5.01;1.94;9.02;3.6;358.453.000;71.110.000;202.167.000;48.469.000;-22.641.000;230.946.000;24.760.000;3.906.000
345;PSSA3;ON;PORTO SEGURO SA ON;Previdência e Seguros;19,78;03/02/2022;18,70;28,98;40.716.400;12.789.500.000;4.323.650.000;30/09/2021;646586000;-0.25;9.01;2.19;1.41;14.03;0.79;100.0;0.63;79.6;0.33;6.9;6.09;41.4;-2.69;52.8;6.6;15.6;0.26;1.09;0.27;4.7;39.334.400.000;8.465.820.000;25.506.300.000;0;-8.465.820.000;9.069.150.000;1.418.710.000;60.104.000
346;PTBL3;ON;PORTOBELLO S/A ON;Construção e Engenharia;8,56;03/02/2022;7,47;17,97;8.754.030;1.262.860.000;1.752.210.000;30/09/2021;147530000;-4.99;6.44;1.33;3.38;2.53;4.15;41.6;0.70;16.9;0.57;10.9;4.61;13.7;-1.57;18.5;12.0;52.5;4.65;1.36;5.76;14.0;2.223.590.000;332.911.000;1.043.810.000;822.262.000;489.351.000;373.390.000;196.080.000;80.668.000
347;PTNT3;ON;PETTENATI ON;Tecidos, Vestuário e Calçados;12,27;03/02/2022;7,50;29,03;215.223;589.530.000;669.680.000;30/09/2021;48046500;0.66;11.88;1.03;1.97;6.23;8.58;17.4;0.76;8.9;0.75;7.8;3.74;8.7;98.34;12.6;1.7;16.6;6.79;1.60;9.75;9.9;786.268.000;148.871.000;422.465.000;229.020.000;80.149.200;299.139.000;49.613.000;9.253.620
348;PTNT4;PN;PETTENATI PN;Tecidos, Vestuário e Calçados;6,22;03/02/2022;4,28;7,54;106.669;298.849.000;378.998.000;30/09/2021;48046500;-1.11;6.02;1.03;1.00;6.23;4.35;17.4;0.39;8.9;0.38;7.8;1.89;8.7;49.85;12.6;3.3;16.6;3.84;1.60;5.52;9.9;786.268.000;148.871.000;422.465.000;229.020.000;80.149.200;299.139.000;49.613.000;9.253.620
349;QUAL3;ON NM;QUALICORP ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;18,20;03/02/2022;14,62;31,80;39.002.600;5.169.060.000;6.191.270.000;30/09/2021;284014000;-0.93;13.58;1.34;3.09;5.88;6.61;79.6;2.47;37.4;1.09;18.6;-6.44;16.4;-3.95;24.5;11.4;22.8;5.51;0.69;7.91;0.4;4.761.200.000;1.147.620.000;1.774.790.000;2.169.840.000;1.022.210.000;1.671.410.000;380.715.000;110.441.000
350;RADL3;ON;RAIADROGASIL ON;Comércio e Distribuição;22,66;03/02/2022;20,45;28,12;138.560.000;37.432.700.000;38.750.400.000;30/09/2021;1651930000;-1.31;50.36;0.45;7.88;2.88;28.63;29.7;1.61;5.6;2.60;3.3;18.05;9.1;-15.67;11.6;1.0;15.6;15.14;1.40;29.64;16.1;14.406.200.000;247.158.000;7.230.070.000;1.564.790.000;1.317.630.000;4.752.110.000;743.307.000;154.532.000
351;RAIL3;ON NM;RUMO S.A. ON NM;Transporte;15,22;03/02/2022;15,22;21,70;183.335.000;28.220.300.000;39.702.800.000;30/09/2021;1854160000;-1.49;52.61;0.29;1.86;8.20;15.16;31.1;3.72;24.5;0.61;7.2;3.93;4.0;-1.42;5.0;0.0;3.5;10.94;2.94;21.33;8.4;46.221.700.000;8.343.390.000;10.880.400.000;19.825.900.000;11.482.500.000;15.208.900.000;536.374.000;51.039.000
352;RAIZ4;PN N2;RAIZEN PN N2;Petróleo, Gás e Biocombustíveis;6,46;03/02/2022;5,44;7,33;55.539.700;66.877.200.000;97.594.300.000;30/09/2021;10352500000;1.10;23.53;0.27;3.58;1.80;14.86;5.9;0.43;2.9;0.63;1.8;10.82;4.3;-2.01;5.4;0.0;15.2;12.98;1.13;21.69;0;105.379.000.000;6.808.410.000;53.184.800.000;37.525.500.000;30.717.100.000;18.671.900.000;2.842.560.000;712.673.000
353;RANI3;ON;CELULOSE IRANI ON;Madeira e Papel;6,09;03/02/2022;5,25;9,49;7.437.220;1.563.430.000;1.835.990.000;30/09/2021;256720000;-2.56;6.11;1.00;1.64;3.72;4.14;37.4;1.05;25.5;0.75;17.3;3.23;18.0;-4.87;23.6;5.8;26.8;3.94;2.45;4.86;12.5;2.094.360.000;363.177.000;818.868.000;635.739.000;272.562.000;954.241.000;255.904.000;97.595.000
354;RAPT3;ON N1;RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES ON N1;Material de Transporte;12,27;03/02/2022;9,34;13,63;163.900;4.040.890.000;6.181.780.000;30/09/2021;329331000;-3.39;3.90;3.14;1.60;7.69;3.55;26.0;0.49;13.8;0.39;15.9;1.44;11.0;-5.68;15.8;5.6;40.9;4.59;1.79;5.43;27.9;10.339.500.000;1.845.510.000;6.332.560.000;3.986.400.000;2.140.890.000;2.531.010.000;1.035.100.000;288.500.000
355;RAPT4;PN N1;RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES PN N1;Material de Transporte;11,82;03/02/2022;10,03;14,85;32.312.500;3.892.690.000;6.033.580.000;30/09/2021;329331000;0.25;3.76;3.14;1.54;7.69;3.42;26.0;0.47;13.8;0.38;15.9;1.39;11.0;-5.47;15.8;5.8;40.9;4.48;1.79;5.30;27.9;10.339.500.000;1.845.510.000;6.332.560.000;3.986.400.000;2.140.890.000;2.531.010.000;1.035.100.000;288.500.000
356;RCSL4;PN;RECRUSUL PN;Material de Transporte;1,22;03/02/2022;1,10;2,25;1.554.260;92.504.100;90.248.100;30/09/2021;75823000;0.83;-142.97;-0.01;-2.12;-0.58;101.10;14.7;1.70;1.7;1.43;-1.2;21.02;1.4;-1.25;1.5;0.0;1.5;52.50;1.15;98.63;667.4;64.793.000;2.313.000;34.455.000;57.000;-2.256.000;-43.698.000;-647.000;-865.000
357;RDNI3;ON NM;RNI ON NM;Construção Civil;9,40;03/02/2022;7,99;12,90;264.464;411.438.000;893.181.000;30/09/2021;43770000;0.32;21.35;0.44;0.66;14.26;78.61;25.5;1.08;1.4;0.23;7.0;0.93;0.3;-1.28;0.3;0.1;3.1;86.45;2.08;170.65;9.8;1.812.550.000;41.398.000;854.181.000;523.141.000;481.743.000;624.005.000;19.271.000;2.400.000
358;RDOR3;ON NM;REDE D OR ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;46,13;03/02/2022;38,90;74,96;153.198.000;92.738.200.000;106.487.000.000;30/09/2021;2010370000;1.18;64.07;0.72;6.49;7.11;23.66;24.5;4.78;20.2;1.82;8.0;5.44;7.7;-6.54;10.7;2.9;10.1;21.21;4.36;27.17;46.1;51.054.600.000;13.181.700.000;22.105.300.000;26.930.900.000;13.749.200.000;14.285.100.000;1.447.430.000;350.963.000
359;RECV3;ON NM;PETRORECONCA ON NM;Petróleo, Gás e Biocombustíveis;20,45;03/02/2022;13,56;20,93;14.757.500;5.082.170.000;4.713.660.000;30/09/2021;248517000;-2.29;0.00;0.00;2.75;7.44;0;0;0;0;1.53;0;7.11;0.0;-58.42;0;0.0;0;0;2.08;0;0;3.312.560.000;1.156.480.000;1.376.260.000;787.959.000;-368.516.000;1.849.310.000;0;22.926.000
360;REDE3;ON;REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. ON;Energia Elétrica;6,78;03/02/2022;6,31;10,43;7.742;14.308.000.000;21.937.000.000;30/09/2021;2110320000;1.19;9.60;0.71;3.86;1.76;4.66;25.2;0.98;21.0;0.59;13.9;7.86;12.8;-1.21;14.7;14.4;40.2;5.90;1.35;7.14;11.6;24.082.500.000;1.580.060.000;7.004.420.000;9.209.090.000;7.629.030.000;3.706.950.000;1.490.080.000;406.027.000
361;RENT3;ON;LOCALIZA RENT A CAR ON;Diversos;57,50;03/02/2022;45,21;69,17;443.032.000;43.611.900.000;50.868.300.000;30/09/2021;758467000;-1.64;21.77;2.64;5.84;9.84;13.94;40.7;3.91;28.1;1.99;18.0;27.91;14.3;-4.86;18.1;0.8;26.8;14.34;1.40;16.26;18.5;21.940.000.000;3.497.640.000;5.496.790.000;10.754.000.000;7.256.400.000;7.465.070.000;2.003.380.000;671.398.000
362;RNEW11;UNT N2;RENOVA UNT N2;Energia Elétrica;7,90;03/02/2022;6,41;20,49;53.321;288.297.000;1.873.330.000;30/09/2021;109480000;7.63;2.49;3.17;-0.35;-22.70;-3.80;4.7;3.38;-88.7;0.11;135.6;0.81;-2.9;-0.12;-3.3;0.0;-14.0;-26.22;1.43;-24.72;-50.3;2.655.900.000;246.930.000;1.177.700.000;1.831.960.000;1.585.030.000;-828.222.000;115.840.000;-45.179.000
363;RNEW3;ON N2;RENOVA ON N2;Energia Elétrica;2,77;03/02/2022;2,21;6,70;170.492;303.260.000;1.888.290.000;30/09/2021;109480000;9.49;2.62;1.06;-0.37;-7.57;-4.00;4.7;3.55;-88.7;0.11;135.6;0.85;-2.9;-0.13;-3.3;0.0;-14.0;-26.43;1.43;-24.92;-50.3;2.655.900.000;246.930.000;1.177.700.000;1.831.960.000;1.585.030.000;-828.222.000;115.840.000;-45.179.000
364;RNEW4;PN N2;RENOVA PN N2;Energia Elétrica;2,46;03/02/2022;2,11;6,80;360.090;269.321.000;1.854.350.000;30/09/2021;109480000;2.93;2.32;1.06;-0.33;-7.57;-3.55;4.7;3.15;-88.7;0.10;135.6;0.75;-2.9;-0.12;-3.3;0.0;-14.0;-25.95;1.43;-24.47;-50.3;2.655.900.000;246.930.000;1.177.700.000;1.831.960.000;1.585.030.000;-828.222.000;115.840.000;-45.179.000
365;ROMI3;ON;ROMI ON;Máquinas e Equipamentos;16,00;03/02/2022;14,55;36,67;15.817.300;1.173.340.000;1.580.810.000;31/12/2021;73334000;-3.61;5.76;2.78;1.22;13.14;5.66;32.3;0.85;15.0;0.60;14.8;2.00;10.6;6.72;12.6;4.9;21.2;6.33;2.02;7.63;18.7;1.954.520.000;174.697.000;1.164.280.000;582.165.000;407.468.000;963.288.000;203.774.000;54.621.000
366;RPAD3;ON;ALFA HOLDINGS ON;Intermediários Financeiros;6,35;03/02/2022;5,79;7,88;4.125;537.731.000;525.169.000;30/09/2021;84682000;2.09;28.06;0.23;0.52;12.29;-128.03;0;0;0;0.51;0.0;54.53;-0.4;55.17;-0.4;0.0;1.8;-125.04;3.82;-125.04;-19.9;1.044.480.000;0;0;0;0;-12.562.000;-4.200.000;-970.000
367;RPAD5;PNA;ALFA HOLDINGS PNA;Intermediários Financeiros;8,18;31/01/2022;6,72;9,89;27.693;692.699.000;680.137.000;30/09/2021;84682000;0.00;36.15;0.23;0.67;12.29;-164.93;0;0;0;0.66;0.0;70.24;-0.4;71.08;-0.4;6.9;1.8;-161.94;3.82;-161.94;-19.9;1.044.480.000;0;0;0;0;-12.562.000;-4.200.000;-970.000
368;RPAD6;PNB;ALFA HOLDINGS PNB;Intermediários Financeiros;4,37;03/02/2022;4,17;6,20;6.014;370.060.000;357.498.000;30/09/2021;84682000;-0.46;19.31;0.23;0.36;12.29;-88.11;0;0;0;0.35;0.0;37.52;-0.4;37.97;-0.4;0.0;1.8;-85.12;3.82;-85.12;-19.9;1.044.480.000;0;0;0;0;-12.562.000;-4.200.000;-970.000
369;RPMG3;ON;REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A ON;Petróleo, Gás e Biocombustíveis;2,85;03/02/2022;2,55;6,32;105.870;192.922.000;192.915.000;30/09/2021;67692000;-0.35;-0.78;-3.63;-0.06;-49.09;-0.65;1.4;0.11;-16.9;0.05;-14.0;-0.07;-7.4;-0.05;-7.5;0.0;7.4;-0.66;0.56;-0.65;26.1;4.042.460.000;7.000;3.776.340.000;0;-7.000;-3.322.860.000;-245.953.000;-69.083.000
370;RRRP3;ON NM;3R PETROLEUM ON NM;Petróleo, Gás e Biocombustíveis;36,50;03/02/2022;27,60;49,00;125.558.000;7.394.650.000;6.806.140.000;30/09/2021;202593000;0.14;-36.63;-1.00;4.06;9.00;29.55;56.0;11.30;38.2;2.02;-30.1;8.50;6.8;-20.62;10.6;0.0;-11.1;19.28;2.64;27.20;0;3.655.310.000;1.259.980.000;1.401.740.000;671.468.000;-588.510.000;1.822.360.000;-201.852.000;-5.773.000
371;RSID3;ON N1;ROSSI RESIDENCIAL ON N1;Construção Civil;8,54;03/02/2022;7,88;14,20;591.396;146.489.000;716.478.000;30/09/2021;17153300;-0.35;0.88;9.75;-0.26;-32.77;-13.70;66.3;1.43;-10.5;0.10;146.0;-0.12;-0.7;-0.10;-0.8;0.0;-29.8;-94.58;0.29;-66.99;-34.1;1.441.280.000;21.719.000;504.789.000;591.707.000;569.988.000;-562.050.000;167.279.000;-102.125.000
372;RSUL4;PN;METALURGICA RIOSULENSE S/A PN;Material de Transporte;73,23;03/02/2022;18,50;98,99;252.005;426.931.000;427.175.000;30/09/2021;5830000;-2.99;8.69;8.43;6.34;11.55;7.36;37.2;1.45;19.6;1.52;16.6;9.95;20.7;-4.94;23.8;0.0;73.0;6.72;1.51;7.37;22.9;280.016.000;15.075.000;126.213.000;15.319.000;244.000;67.340.000;49.134.000;17.491.000
373;SANB11;UNT;SANTANDER UNT;Intermediários Financeiros;31,87;03/02/2022;29,93;42,45;91.810.800;119.489.000.000;-;30/09/2021;7498530000;0.38;7.62;4.18;1.51;21.09;0;0;0;0;0;0.0;0;0.0;0;0;8.5;19.8;0;0;0;6.5;977.096.000.000;0;0;0;0;79.061.500.000;15.689.000.000;4.224.610.000
374;SANB3;ON;SANTANDER ON;Intermediários Financeiros;15,01;03/02/2022;14,18;20,38;1.438.300;112.553.000.000;-;30/09/2021;7498530000;0.60;7.17;2.09;1.42;10.54;0;0;0;0;0;0.0;0;0.0;0;0;8.6;19.8;0;0;0;6.5;977.096.000.000;0;0;0;0;79.061.500.000;15.689.000.000;4.224.610.000
375;SANB4;PN;SANTANDER PN;Intermediários Financeiros;16,90;03/02/2022;15,92;22,10;1.937.940;126.725.000.000;-;30/09/2021;7498530000;-0.47;8.08;2.09;1.60;10.54;0;0;0;0;0;0.0;0;0.0;0;0;8.4;19.8;0;0;0;6.5;977.096.000.000;0;0;0;0;79.061.500.000;15.689.000.000;4.224.610.000
376;SAPR11;UNT N2;SANEPAR UNT N2;Água e Saneamento;20,00;03/02/2022;17,17;21,43;30.179.500;6.044.820.000;9.033.010.000;30/09/2021;1511210000;1.78;5.32;3.76;0.80;25.07;2.91;61.0;1.20;41.1;0.42;22.5;8.09;14.5;-1.30;16.0;5.5;15.0;3.67;1.55;4.35;8.0;14.325.400.000;1.070.840.000;2.105.880.000;4.059.030.000;2.988.190.000;7.577.640.000;1.137.000.000;267.341.000
377;SAPR3;ON;SANEPAR ON;Água e Saneamento;3,83;03/02/2022;3,27;4,54;1.828.970;5.787.920.000;8.776.110.000;30/09/2021;1511210000;0.79;5.09;0.75;0.76;5.01;2.79;61.0;1.14;41.1;0.40;22.5;7.74;14.5;-1.25;16.0;5.3;15.0;3.56;1.55;4.22;8.0;14.325.400.000;1.070.840.000;2.105.880.000;4.059.030.000;2.988.190.000;7.577.640.000;1.137.000.000;267.341.000
378;SAPR4;PN;SANEPAR PN;Água e Saneamento;4,02;03/02/2022;3,50;4,25;13.948.600;6.075.050.000;9.063.240.000;30/09/2021;1511210000;1.77;5.34;0.75;0.80;5.01;2.92;61.0;1.20;41.1;0.42;22.5;8.13;14.5;-1.31;16.0;5.5;15.0;3.68;1.55;4.36;8.0;14.325.400.000;1.070.840.000;2.105.880.000;4.059.030.000;2.988.190.000;7.577.640.000;1.137.000.000;267.341.000
379;SBFG3;ON;GRUPO SBF ON;Comércio;24,50;03/02/2022;19,73;39,52;21.518.400;5.953.450.000;7.737.060.000;30/09/2021;242998000;-2.20;26.58;0.92;2.72;9.01;19.75;44.6;1.32;6.7;0.84;5.0;3.59;4.2;-5.82;5.3;0.0;10.2;12.79;1.74;25.66;66.7;7.118.790.000;560.975.000;3.905.060.000;2.344.580.000;1.783.610.000;2.189.360.000;223.974.000;221.417.000
380;SCAR3;ON;SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A. ON;Exploração de Imóveis;36,99;03/02/2022;31,71;43,30;229.986;2.135.690.000;3.265.230.000;30/09/2021;57737000;-2.40;44.66;0.83;1.36;27.18;14.62;80.4;8.07;55.2;0.69;18.4;7.02;4.7;-2.09;5.3;1.0;3.0;16.76;2.57;22.35;-8.0;3.105.450.000;324.835.000;497.956.000;1.454.380.000;1.129.540.000;1.569.430.000;47.816.000;4.334.000
381;SEER3;ON NM;SER EDUCA ON NM;Diversos;11,74;03/02/2022;9,41;18,96;6.417.640;1.511.200.000;1.591.380.000;30/09/2021;128722000;-0.68;8.86;1.32;1.04;11.34;7.91;53.7;1.12;14.2;0.48;12.7;5.97;6.0;-1.65;7.0;1.8;11.7;4.29;1.46;8.33;2.4;3.174.690.000;407.366.000;800.559.000;487.548.000;80.182.000;1.459.580.000;170.519.000;-6.777.000
382;SEQL3;ON NM;SEQUOIA LOG ON NM;Serviços Diversos;14,72;03/02/2022;9,09;31,25;31.567.300;2.052.790.000;2.521.600.000;30/09/2021;139456000;-0.74;1126.05;0.01;3.41;4.32;116.35;18.3;1.45;1.2;1.06;0.1;19.41;0.9;-2.85;1.1;0.0;0.3;17.99;1.21;142.92;0;1.927.960.000;209.969.000;605.107.000;678.781.000;468.812.000;602.733.000;1.823.000;-322.000
383;SGPS3;ON NM;Springs ON NM;Tecidos, Vestuário e Calçados;6,10;03/02/2022;4,01;14,72;376.862;305.000.000;1.027.140.000;30/09/2021;50000000;6.09;-2.58;-2.37;0.30;20.46;2.47;35.1;0.17;6.9;0.09;-6.6;0.77;3.8;-0.42;4.5;0.0;-11.6;4.61;1.36;8.32;-8.6;3.256.080.000;264.712.000;1.505.500.000;986.857.000;722.145.000;1.022.990.000;-118.391.000;-34.282.000
384;SHOW3;ON NM;TIME FOR FUN ON NM;Viagens e Lazer;3,50;03/02/2022;2,65;7,79;2.236.990;235.946.000;170.600.000;30/09/2021;67413000;-3.58;-2.35;-1.49;1.53;2.28;-4.39;-72.3;19.73;-449.6;0.47;-848.5;2.48;-10.8;-5.52;-20.5;0.0;-65.3;-3.68;1.46;-3.17;-60.6;497.201.000;200.701.000;300.807.000;135.355.000;-65.346.000;153.907.000;-100.535.000;-18.515.000
385;SHUL4;PN;SCHULZ PN;Máquinas e Equipamentos;8,70;03/02/2022;6,34;11,18;1.959.350;1.554.580.000;1.920.360.000;30/09/2021;178687000;1.05;7.77;1.12;1.84;4.73;10.68;20.7;0.97;9.1;0.73;12.5;1.68;6.8;10.12;10.0;2.1;23.6;10.10;2.82;13.19;21.2;2.126.000.000;504.247.000;1.433.880.000;870.028.000;365.781.000;845.771.000;199.956.000;53.999.000
386;SIMH3;ON NM;SIMPAR ON NM;Holdings Diversificadas;11,16;03/02/2022;8,13;17,34;23.633.300;9.342.280.000;21.879.600.000;30/09/2021;837122000;-0.45;11.45;0.98;2.74;4.07;3.84;29.6;0.75;19.6;0.23;9.8;0.59;5.9;-0.65;11.0;1.4;24.0;6.36;4.09;8.99;0;41.082.100.000;16.643.700.000;20.941.300.000;29.181.100.000;12.537.300.000;3.406.830.000;816.242.000;245.763.000
387;SLCE3;ON NM;SLC Agricola ON NM;Agropecuária;47,07;03/02/2022;32,81;51,36;54.483.300;9.998.730.000;12.241.400.000;30/09/2021;212423000;0.17;9.38;5.02;2.78;16.92;6.15;36.3;1.78;29.0;0.78;20.2;8.30;12.7;-2.68;14.8;2.0;29.6;6.96;1.30;7.53;25.0;12.825.400.000;725.420.000;5.245.360.000;2.968.070.000;2.242.650.000;3.595.110.000;1.065.800.000;121.012.000
388;SLED3;ON;EDITORA SARAIVA ON;Comércio;15,01;03/02/2022;8,50;43,05;106.223;27.198.100;308.516.000;30/09/2021;1812000;76.59;-0.13;-114.95;-0.05;-305.71;-0.53;39.7;0.26;-48.3;0.10;-197.2;-0.34;-18.1;-0.04;-26.5;0.0;37.6;-10.57;0.54;-6.05;-51.1;281.449.000;1.936.000;92.958.000;283.254.000;281.318.000;-553.939.000;-208.294.000;23.143.000
389;SLED4;PN;EDITORA SARAIVA PN;Comércio;9,20;03/02/2022;4,13;23,10;319.083;16.670.400;297.988.000;30/09/2021;1812000;114.45;-0.08;-114.95;-0.03;-305.71;-0.33;39.7;0.16;-48.3;0.06;-197.2;-0.21;-18.1;-0.02;-26.5;0.0;37.6;-10.21;0.54;-5.84;-51.1;281.449.000;1.936.000;92.958.000;283.254.000;281.318.000;-553.939.000;-208.294.000;23.143.000
390;SMFT3;ON NM;SMART FIT ON NM;Viagens e Lazer;16,60;03/02/2022;14,25;32,20;22.663.600;9.731.620.000;9.684.470.000;30/09/2021;586242000;-2.64;-15.53;-1.07;2.15;7.72;-27.17;2.9;6.29;-23.2;0.89;-40.7;4.10;-3.3;-3.81;-4.9;0.0;-13.9;23.39;2.68;-27.04;12.2;10.894.600.000;3.323.900.000;3.787.710.000;3.276.750.000;-47.148.000;4.524.110.000;-626.797.000;-156.827.000
391;SMTO3;ON NM;SAO MARTINHO ON NM;Alimentos Processados;36,41;03/02/2022;27,01;40,34;44.874.400;12.889.500.000;17.929.300.000;30/09/2021;354011000;-1.38;12.42;2.93;2.87;12.67;8.21;39.9;2.54;31.0;0.93;20.5;4.90;11.4;-2.86;13.2;6.4;23.1;5.96;2.20;11.43;14.1;13.815.400.000;1.351.330.000;4.817.140.000;6.391.060.000;5.039.730.000;4.485.740.000;1.038.030.000;368.412.000
392;SNSY5;PNA;SANSUY S.A. INDÚSTRIA DE PLÁSTICOS PNA;Materiais Diversos;4,61;03/02/2022;4,41;7,20;19.759;35.570.800;163.513.000;30/09/2021;7716000;-0.22;-0.34;-13.70;-0.02;-186.24;-4.42;19.1;0.05;-1.1;0.08;-14.9;-0.58;-1.8;-0.02;-2.1;0.0;7.4;17.36;0.82;-20.30;15.2;460.053.000;5.060.000;273.674.000;133.002.000;127.942.000;-1.437.030.000;-105.687.000;-23.058.000
393;SOJA3;ON NM;BOA SAFRA ON NM;Agropecuária;13,87;03/02/2022;13,00;16,88;4.958.470;1.624.740.000;1.503.620.000;30/09/2021;117140000;-1.70;12.14;1.14;2.59;5.35;11.54;19.1;1.86;16.1;1.64;15.3;3.32;14.2;3.72;21.8;0.0;21.4;10.52;2.57;10.68;0;992.147.000;248.095.000;802.107.000;126.977.000;-121.118.000;626.668.000;133.826.000;88.087.000
394;SOMA3;ON NM;GRUPO SOMA ON NM;Comércio;13,80;03/02/2022;10,26;20,20;62.947.300;10.829.500.000;11.549.500.000;30/09/2021;784747000;-2.13;36.74;0.38;1.51;9.14;49.92;63.9;5.28;10.6;1.14;14.4;6.84;2.3;29.96;2.5;0.0;4.1;34.30;2.40;53.24;0;9.523.190.000;268.291.000;2.711.210.000;988.320.000;720.029.000;7.173.400.000;294.730.000;173.803.000
395;SOND5;PNA;SONDOTECNICA S/A. PNA;Construção e Engenharia;38,00;02/02/2022;34,53;52,74;1.175;93.404.000;67.150.000;30/09/2021;2458000;0.00;15.37;2.47;1.54;24.62;16.22;31.3;1.30;8.0;1.08;8.5;3.28;6.6;4.83;9.6;22.2;10.0;8.96;2.68;11.66;9.1;86.705.000;26.254.000;45.509.000;0;-26.254.000;60.518.000;6.078.000;4.847.000
396;SOND6;PNB;SONDOTECNICA S/A. PNB;Construção e Engenharia;35,51;02/02/2022;35,51;49,49;586;87.283.600;61.029.600;30/09/2021;2458000;0.00;14.36;2.47;1.44;24.62;15.16;31.3;1.22;8.0;1.01;8.5;3.06;6.6;4.51;9.6;23.7;10.0;8.14;2.68;10.60;9.1;86.705.000;26.254.000;45.509.000;0;-26.254.000;60.518.000;6.078.000;4.847.000
397;SQIA3;ON;SINQIA ON;Programas e Serviços;18,86;03/02/2022;12,79;30,64;17.994.600;1.658.590.000;1.280.780.000;30/09/2021;87942000;-1.36;142.34;0.13;2.08;9.08;55.78;38.9;5.40;9.7;1.33;4.3;2.92;2.4;7.35;4.8;0.1;1.5;18.68;6.56;43.07;24.6;1.246.680.000;619.632.000;671.219.000;241.829.000;-377.803.000;798.855.000;11.652.000;2.965.000
398;STBP3;ON NM;SBPAR ON NM;Transporte;7,28;03/02/2022;4,96;9,56;33.202.600;6.281.410.000;5.563.800.000;30/09/2021;862831000;1.96;36.47;0.20;2.78;2.62;21.66;37.7;4.65;21.5;1.32;12.7;6.79;6.1;-5.52;8.2;3.6;7.6;11.87;3.17;19.18;10.2;4.751.090.000;1.126.610.000;1.350.810.000;409.002.000;-717.610.000;2.261.990.000;172.247.000;66.625.000
399;SULA11;UNT N2;Sul America UNT N2;Previdência e Seguros;24,78;03/02/2022;22,54;37,61;79.754.200;10.552.400.000;-3.814.150.000;30/09/2021;1277530000;0.12;25.98;0.95;1.28;19.39;270.54;8.0;0.55;0.2;0.38;2.1;1.05;0.1;-11.88;0.3;0.9;4.9;-21.38;2.19;-97.78;2.9;27.711.300.000;16.463.300.000;18.563.200.000;2.096.720.000;-14.366.600.000;8.256.910.000;406.221.000;280.319.000
